,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
363031,30133001,03/09/2015 01:31:11 PM,03/09/2015 05:06:16 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234.0,5306 AVENUE K,AVENUE K,EAST 53 STREET,EAST 54 STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,03/09/2015 09:31:11 PM,The Police Department responded to the complaint and determined that police action was not necessary.,03/09/2015 05:06:16 PM,18 BROOKLYN,BROOKLYN,1005202.0,167359.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62601352888992,-73.9245213723694,"(40.62601352889, -73.924521372369)",2015,3
718477,32723272,02/19/2016 06:51:09 AM,02/19/2016 12:29:12 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223.0,1616 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE P,ESTATE ROAD,,,ADDRESS,BROOKLYN,Precinct,Closed,02/19/2016 02:51:09 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2016 12:29:12 PM,15 BROOKLYN,BROOKLYN,993233.0,161208.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.609150533340774,-73.96764732825504,"(40.609150533341, -73.967647328255)",2016,2
380161,31215444,07/31/2015 01:07:55 AM,08/20/2015 10:20:17 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10457.0,1707 TOPPING AVENUE,TOPPING AVENUE,,,,,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",08/20/2015 10:20:17 AM,04 BRONX,BRONX,1010314.0,246941.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8444326718557,-73.9057973286165,"(40.844432671856, -73.905797328616)",2015,7
601973,23872114,08/25/2012 06:16:00 PM,09/01/2012 02:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10025.0,216 WEST  104 STREET,WEST  104 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/01/2012 02:00:00 PM,07 MANHATTAN,MANHATTAN,993294.0,230524.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.799406488813695,-73.96733454030634,"(40.799406488814, -73.967334540306)",2012,8
544075,34592184,10/19/2016 05:09:00 PM,10/22/2016 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11234.0,1666 TROY AVENUE,TROY AVENUE,AVENUE H,AVENUE I,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,10/22/2016 12:00:00 PM,18 BROOKLYN,BROOKLYN,1002551.0,169409.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63164621844781,-73.93406591681794,"(40.631646218448, -73.934065916818)",2016,10
611017,38164733,01/09/2018 09:55:04 PM,01/12/2018 07:47:08 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226.0,327 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/12/2018 07:47:08 AM,14 BROOKLYN,BROOKLYN,995149.0,173247.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64219290930606,-73.96072733113357,"(40.642192909306, -73.960727331134)",2018,1
475206,34771476,11/14/2016 11:01:00 AM,11/28/2016 10:35:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,59 ST E,5 AVE,INTERSECTION,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,11/28/2016 10:35:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,,2016,11
89032,28771260,08/28/2014 01:05:00 PM,08/28/2014 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11377.0,,,43 AVE,58 ST,43 AVENUE,58 STREET,INTERSECTION,Woodside,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",08/28/2014 02:05:00 PM,02 QUEENS,QUEENS,1009976.0,210064.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74321633895278,-73.90716021602749,"(40.743216338953, -73.907160216027)",2014,8
226328,31488457,09/08/2015 07:46:00 AM,09/09/2015 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation,12 Dead Animals,Sidewalk,11234.0,AVENUE P,AVENUE P,EAST   31 STREET,EAST   32 STREET,,,BLOCKFACE,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation removed the items.,09/09/2015 12:00:00 PM,18 BROOKLYN,BROOKLYN,1000392.0,163043.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61417708024592,-73.94185949261329,"(40.614177080246, -73.941859492613)",2015,9
826049,37679019,11/09/2017 01:45:02 PM,02/22/2018 12:48:00 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10468.0,2559 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/22/2018 12:48:00 PM,07 BRONX,BRONX,1012958.0,253959.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86368677809372,-73.8962111194186,"(40.863686778094, -73.896211119419)",2017,11
800408,29462862,12/09/2014 01:23:00 PM,12/10/2014 11:55:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11420.0,114-59 118 STREET,118 STREET,LINDEN BLVD,115 AVE,,,ADDRESS,South Ozone Park,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,12/10/2014 11:55:00 AM,10 QUEENS,QUEENS,1033937.0,186167.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67752272340583,-73.82086648947572,"(40.677522723406, -73.820866489476)",2014,12
756777,26925569,12/20/2013 07:56:00 PM,12/27/2013 12:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10019.0,162 WEST   54 STREET,WEST   54 STREET,6 1/2 AVE,7 AVE,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/27/2013 12:15:00 AM,05 MANHATTAN,MANHATTAN,989578.0,217369.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76330252443301,-73.98076656086016,"(40.763302524433, -73.98076656086)",2013,12
38842,33161890,04/18/2016 03:26:31 AM,04/18/2016 05:31:15 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,House of Worship,10032,974 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 159 STREET,WEST 160 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,04/18/2016 11:26:31 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/18/2016 05:31:15 AM,12 MANHATTAN,MANHATTAN,1000774.0,243105.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83392697527902,-73.94028702542984,"(40.833926975279, -73.94028702543)",2016,4
449146,38870142,04/06/2018 12:30:05 AM,04/06/2018 09:57:49 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10039.0,277 WEST 150 STREET,WEST 150 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,04/06/2018 08:30:05 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/06/2018 09:57:49 AM,10 MANHATTAN,MANHATTAN,1001250.0,240064.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82557939980085,-73.9385746051189,"(40.825579399801, -73.938574605119)",2018,4
261273,31176266,07/27/2015 03:01:00 PM,07/29/2015 11:32:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,,,,,,,KINGS HWY,AVE I,INTERSECTION,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,07/29/2015 11:32:00 AM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,,2015,7
21178,35454012,02/09/2017 03:39:52 PM,02/09/2017 11:22:31 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209.0,506 94 STREET,94 STREET,5 AVENUE,WOGAN TERRACE,,,ADDRESS,BROOKLYN,Precinct,Closed,02/09/2017 11:39:52 PM,The Police Department issued a summons in response to the complaint.,02/09/2017 11:22:31 PM,10 BROOKLYN,BROOKLYN,975841.0,163853.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61641107599312,-74.03028867938619,"(40.616411075993, -74.030288679386)",2017,2
412179,34181279,08/26/2016 11:01:59 AM,09/19/2016 10:39:38 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10301.0,149 FILLMORE STREET,FILLMORE STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",09/19/2016 10:39:38 AM,01 STATEN ISLAND,STATEN ISLAND,958318.0,173856.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.643833225194456,-74.093443806253,"(40.643833225194, -74.093443806253)",2016,8
55564,35890403,04/07/2017 07:18:42 PM,04/07/2017 10:34:02 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Street/Sidewalk,10001.0,,,,,WEST   34 STREET,BROADWAY,INTERSECTION,NEW YORK,Precinct,Closed,04/08/2017 03:18:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2017 10:34:02 PM,05 MANHATTAN,MANHATTAN,987592.0,212469.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.749854247549855,-73.98793821748563,"(40.74985424755, -73.987938217486)",2017,4
614063,21549252,09/29/2011 07:52:51 PM,05/12/2014 12:06:00 PM,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10463.0,,,,,SEDGEWICK AVENUE,GOUVERNEUR AVENUE,INTERSECTION,BRONX,,Closed,10/08/2011 07:47:12 AM,The Department of Parks and Recreation has corrected the condition.,05/12/2014 12:06:00 PM,Unspecified BRONX,BRONX,1013959.0,260856.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.88261359834184,-73.89256159532303,"(40.882613598342, -73.892561595323)",2011,9
752416,34847734,11/22/2016 11:12:00 PM,11/23/2016 12:00:00 PM,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11208.0,3478 FULTON STREET,FULTON STREET,GRANT AVENUE,ELDERT LANE,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,11/23/2016 12:00:00 PM,05 BROOKLYN,BROOKLYN,1021058.0,188886.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.685048672644854,-73.86728342741301,"(40.685048672645, -73.867283427413)",2016,11
840754,30946143,06/26/2015 07:40:24 PM,06/27/2015 12:12:45 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Store/Commercial,10454.0,322 SAINT ANN'S AVENUE,SAINT ANN'S AVENUE,EAST 141 STREET,EAST 142 STREET,,,ADDRESS,BRONX,Precinct,Closed,06/27/2015 03:40:24 AM,The Police Department responded to the complaint and took action to fix the condition.,06/27/2015 12:12:45 PM,01 BRONX,BRONX,1007479.0,234000.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80892124445624,-73.91608861855569,"(40.808921244456, -73.916088618556)",2015,6
46075,38626504,03/06/2018 08:01:39 AM,03/06/2018 09:02:03 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,97-17 83 STREET,83 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,OZONE PARK,Precinct,Closed,03/06/2018 04:01:39 PM,The Police Department reviewed your complaint and provided additional information below.,03/06/2018 09:02:03 AM,09 QUEENS,QUEENS,1023942.0,188065.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.682782754857435,-73.85688960196168,"(40.682782754857, -73.856889601962)",2018,3
239569,36494638,06/20/2017 10:35:00 AM,06/22/2017 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation,22 Weeds,Sidewalk,11234.0,2159 HENDRICKSON STREET,HENDRICKSON STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/22/2017 12:00:00 PM,18 BROOKLYN,BROOKLYN,1005296.0,161527.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61000568284877,-73.92420092162621,"(40.610005682849, -73.924200921626)",2017,6
801815,34050851,08/10/2016 07:10:00 PM,08/15/2016 08:00:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10312.0,3 YUCCA DRIVE,YUCCA DRIVE,MIMOSA LN,DOGWOOD DR,,,ADDRESS,STATEN ISLAND,,Closed,,The Department of Environmental Protection has investigated this complaint and has performed repair work.,08/15/2016 08:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,928951.0,140319.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.55164650852769,-74.19899055785487,"(40.551646508528, -74.198990557855)",2016,8
873235,30611871,05/13/2015 10:13:15 PM,05/13/2015 10:28:16 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10470.0,4374 VAN CORTLANDT PARK EAST,VAN CORTLANDT PARK EAST,ONEIDA AVENUE,EAST 239 STREET,,,ADDRESS,BRONX,Precinct,Closed,05/14/2015 06:13:15 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,05/13/2015 10:28:16 PM,12 BRONX,BRONX,1019665.0,267135.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.89982639596265,-73.8718934708568,"(40.899826395963, -73.871893470857)",2015,5
413850,35372068,01/30/2017 10:23:27 AM,02/03/2017 11:59:45 AM,HPD,Department of Housing Preservation and Development,Sanitation,MOLD,RESIDENTIAL BUILDING,10454.0,194 BROWN PLACE,BROWN PLACE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/03/2017 11:59:45 AM,01 BRONX,BRONX,1006178.0,233251.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8068687722506,-73.92079073562314,"(40.806868772251, -73.920790735623)",2017,1
839363,35433699,02/07/2017 08:39:35 PM,02/08/2017 09:56:57 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019.0,743 9 AVENUE,9 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",02/08/2017 09:56:57 PM,04 MANHATTAN,MANHATTAN,987339.0,217491.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76363844881447,-73.98884902536795,"(40.763638448814, -73.988849025368)",2017,2
326386,34931629,12/05/2016 01:11:00 PM,12/09/2016 12:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016.0,1 AVENUE,1 AVENUE,EAST   35 STREET,EAST   36 STREET,,,BLOCKFACE,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/09/2016 12:15:00 AM,06 MANHATTAN,MANHATTAN,991786.0,210613.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74475741446621,-73.9728035187762,"(40.744757414466, -73.972803518776)",2016,12
